QUEST_20150317_000795	Feigling
QUEST_20180320_007719	We may have failed to protect the Revelation, but we are grateful, and we would like{nl}to offer you a small gift in the name of Goddess Vaivora and all Her Kupoles.{nl}	비록 계시를 지키지 못했지만, 저희를 도와준 당신이 위해 바이보라 님과는 별개로{nl}저희 큐폴들을 대신하여 감사의 의미로 작은 선물을 준비했습니다.{nl}				큐폴 루길레
QUEST_20180320_007720	The true value of this box reveals itself only when the box is full.{nl}Although, as we are busy restoring the library, you may have to search for the objects to fill it on your own.	이 작은 상자는 이 안에 필요한 물건들을 넣어야 비로소 진정한 가치를 보입니다.{nl}저희는 도서관 복구에 전념해야 하므로 죄송하지만, 상자에 필요한 물건은 직접 구해주시길 부탁드립니다.				큐폴 루길레
QUEST_20180320_007721	{nl}You may look for them near Valandis or Saugas, or obtain them by hunting demons nearby.{nl}I hope our gift will be useful to you, kind human.	{nl}물건들은 발란디스 쪽과 사우가스 쪽의 주변을 탐색하거나 마족들을 처치하다 보면 발견할 수 있습니다.{nl}이 선물이 조금이나마 당신에게 도움이 될 수 있길 바랍니다.				큐폴 루길레
QUEST_20180320_007722	Our reward items can be placed in your Team Storage or Personal Storage, but they cannot be traded.{nl}Would you like to receive the items now?	보상으로 드리는 아이템은 팀 창고 및 개인 창고로 이동이 가능하지만 교환과 거래는 불가능합니다.{nl}아이템을 받으시겠습니까?				플로아나
QUEST_20180320_007723	If you bring me 8 Ripped Book Pages, I can exchange them for one of my books.{nl}Come see me again if you have any questions or when you're ready to trade.	찢어진 책의 책장을 8장 모아오면 제가 마련한 책과 교환해드리고 있습니다.{nl}책장을 모아오셨거나 궁금하신 게 있으시면 말씀해주세요.				세이지 마스터
QUEST_20180320_007724	I see you have 8 Ripped Book Pages. Would you give them to me?{nl}I'm not just going to keep them, of course. I'll give you one of my books in return. 	찢어진 책의 책장을 8개 모아오셨군요. 제게 그 책장들을 주시겠습니까?{nl}물론 그냥 달라고 말씀드리는 건 아닙니다. 책장들을 주신다면 제가 마련한 책을 드리겠습니다. 				세이지 마스터
QUEST_20180320_007725	Besides my work with important publications and Sage literature,{nl}I've also been gathering loose book pages and restoring them.{nl}	최근 왕궁의 주요 서적 및 세이지 마법학과 관련한 문헌 외에도{nl}찢어진 책의 책장들을 모아 원래의 책으로 복원하는 일을 진행하고 있습니다.{nl}				세이지 마스터
QUEST_20180320_007726	Unfortunately, the restoration process alone is extremely time-consuming. I have nearly no time left for anything.{nl}So I though up a way to gather the book pages I need without having to go out.{nl}	하지만 복원만 해도 오래 걸리는 작업이라 자료를 찾으러 다니기엔 시간이 턱없이 부족하더군요.{nl}그래서 책장을 모으기 위해 어떻게 할지 생각하던 중 한 가지 좋은 방법을 떠올렸습니다.{nl}				세이지 마스터
QUEST_20180320_007727	I am giving one of my books to everyone who can bring me a set of Ripped Book Pages.{nl}That way, those who are interested in books can get something they like, and I can collect more materials for my work.{nl}	찢어진 책의 책장들을 모아 가져와 주신 분께 제가 준비해놓은 책 중에 한 권을 드리는 행사를요.{nl}책에 관심 있으신 분들은 책을 받을 수 있고, 저는 책장들을 모아 책으로 복원할 수 있으니 서로 좋은 일이죠.{nl}				세이지 마스터
QUEST_20180320_007728	If you're interested, feel free to bring me some book pages when you can.{nl}I have a few good books you might want to exchange for them.	당신도 책을 좋아하고 관심이 있다면 책장들을 모아와 언제든지 제게 가져와 주세요.{nl}흥미가 생기실만한 책들을 제가 한 권씩 드리겠습니다.				세이지 마스터
QUEST_20180320_007729	Very well. Here's your book, for bringing me these beautiful pages.{nl}Come see me again if you collect another set of 8 pages, I have plenty more books to exchange.	8장 잘 받았습니다. 모아와주신 답례로 준비한 책을 한 권 드리겠습니다.{nl}또 8장을 모으셨다면 제게 가져와주시면 이번처럼 책 한 권으로 교환해드리겠습니다.				세이지 마스터
QUEST_20180320_007730	Wait, hold on. There's something I want to give you. For all the times you helped me collect loose pages.{nl}Here, have this.	아, 잠시만요. 꾸준히 모아와주셔서 책을 받아가시는 당신을 위해서 드리고 싶은 선물이 있습니다.{nl}이걸 받아주세요.				세이지 마스터
QUEST_20180320_007731	It's only a small gift, from one bibliophile to another.{nl}Come and exchange books whenever you can, I'll throw in a bookmark or two once in a while.{nl}	책을 좋아해주고 이렇게 도와주신 당신께 드리는 작은 선물입니다.{nl}앞으로도 책을 교환해주시면 가끔 이렇게 책갈피를 드리겠습니다.{nl}				세이지 마스터
QUEST_20180320_007732	The box is for you to store the bookmarks.{nl}You see, something good will happen if you place all the bookmarks I give you in that box. Alright then, I'm looking forward to your next visit.	책갈피 외에 드린 상자는 책갈피를 보관할 때 이용하시라고 드린 상자입니다.{nl}제가 드린 책갈피를 전부 그 상자 안에 보관하시면 좋은 일이 있을 겁니다. 그럼, 앞으로도 잘 부탁드립니다.				세이지 마스터
QUEST_20180320_007733	I'm glad to have you back. I've managed to speed the process so much thanks to you.{nl}By the way, have another one of those bookmarks I gave you last time. Alright, see you next time.	계속해서 이렇게 모아와주셔서 감사합니다. 덕분에 책을 복원하는 속도도 점점 올라가고 있네요.{nl}아 참, 전에 말씀드린대로 이번엔 특별히 책갈피를 드리겠습니다. 앞으로도 잘 부탁드립니다.				세이지 마스터
QUEST_20180320_007734	I'm sorry, but that's not enough to exchange for a book.{nl}Just a few more pages should be enough.	죄송하지만 책을 드리기엔 책장의 수량이 부족하네요.{nl}조금만 더 모아와주시길 부탁드립니다.				세이지 마스터
QUEST_20180320_007735	You found it? Are you serious? I thought I was the only one who knew about that place.{nl}And what's with that smirk? Did you find anything else?	어, 찾아낸 거야? 거긴 나만 알 수 있는 장소라고 생각했는데! 으으, 분하네.{nl}그리고 뭔가 평소보다 더 얄미워 보이는걸.. 뭐라도 발견한 거야?{nl}				탐험가 아나스타지야
QUEST_20180320_007736	Oh... You found that. Yeah, sometimes you'll find stuff like that when you're out and about.{nl}So, you know. You might find even more of those if you keep coming back for my riddles.{nl}	..호오, 그런 걸 발견했었구나. 가끔 여기저기를 돌아다니다 보면 그런 것들을 발견할 때가 있지.{nl}아 참, 그래. 앞으로도 나와 수수께끼를 하다 보면 그런 것들을 발견하게 될지도 몰라.{nl}				탐험가 아나스타지야
QUEST_20180320_007737	They're so pretty, it would be a shame to throw them away, right? That's why I got you this box.{nl}Just put all the things you find in here and, you know, something interesting might happen.	버리기에는 아깝잖아, 그런 예쁜 것들. 그러니까 내가 특별히 그런 걸 담는 상자를 하나 줄게.{nl}여기 안에 담아서 모아봐. 혹시 몰라, 다 모으면 좋은 일이 일어날지도.				탐험가 아나스타지야
QUEST_20180320_007738	Oh, that box is where we keep all the beautiful treasures my little Dexter brings home.{nl}He must have liked you. I think he wants to give you a gift, the little fuzzball. Take it, then!{nl}	방금 대길이가 떨어뜨린 건 대길이가 종종 길에서 물어와 가져온 것들을 담았었던 상자라네.{nl}대길이가 자신을 예뻐해 주는 자네가 마음에 들었는지 선물로서 준 듯하니 받아주게나.{nl}				인자한 할아버지
QUEST_20180320_007739	Come and play with little Dexter again, won't you? Maybe you'll get another gift from him next time.{nl}I quite like having people around so don't be shy, heh heh heh.	괜찮다면 앞으로도 종종 대길이와 놀아주러 와주게나. 또 놀아주다 보면 선물로 뭔가를 또 줄지 모르지 않는가.{nl}나로서도 자네가 와주면 적적하지 않으니 좋고 말일세, 허허허.				인자한 할아버지
QUEST_20180320_007740	Look at little Dexter. He wants to play with you, heh heh heh.{nl}	대길이가 자네보고 놀아달라는구먼, 허허허.{nl}				인자한 할아버지
QUEST_20180320_007741	If you want Dexter to notice you, you need to get close to his friends at the village.{nl}Then, go back to Dexter and see if you got the right answer!	요 마을에 있는 대길이의 친구들을 열심히 귀여워해주게나. 그럼 자네에게 뭔가 반응이라도 보일걸세.{nl}그러고 나면 대길이에게 돌아와 정답을 맞췄는지 물어보게나.				인자한 할아버지
QUEST_20180320_007742	Think carefully: how many times did little Dexter meow?{nl}That's as much as I can say. If I tell you any more, he's going to get grumpy.	대길이가 몇 번 울었는지 잘 생각해보게나.{nl}내가 더 알려줄 수 있는 건 여기까지일세. 더 알려주게 된다면 대길이도 분명 싫어할걸세.				인자한 할아버지
QUEST_20180320_007743	Dexter hit a small box with his paw.	대길이가 발로 무언가를 밀쳐내 떨어뜨려 주워보니 작은 상자였다.				None
QUEST_20180320_007744	This seems right.	아무래도 정답인 것 같다.				None
QUEST_20180320_007745	I think this is wrong...	아무래도 틀린 것 같다..				None
QUEST_20180320_007746	Let's try again from the beginning.	다시 처음부터 도전해보자.				None
QUEST_20180320_007747	Dexter looks calm and content. He doesn't look like he wants to play.	대길이가 많이 기분이 좋아보여 지금은 딱히 놀아줄 필요가 없어 보인다.				None
QUEST_20180320_007748	Dexter looks like he wants to play.	대길이가 또 놀아주기를 바라는 것 같다.				None
QUEST_20180320_007749	This one looks tired already. Let's try another one.	계속 해주니 이젠 귀찮은지 더 이상 반응을 안 해준다. 다른 애들을 찾아보자.				None
QUEST_20180320_007750	Dexter stopped meowing.	대길이의 울음이 멈췄다.				None
QUEST_20180320_007751	What's over here...?	여기에 뭔가 있는 것 같은데..?				None
QUEST_20180320_007752	You have no collection rewards to receive.	콜렉션 보상으로 받을 수 있는 아이템이 없습니다.				플로아나
QUEST_20180320_007753	Choose the collection reward to receive.	콜렉션 보상으로 받을 아이템을 선정해주십시오.				플로아나
QUEST_20180320_007754	You already have received the reward for this collection.	해당 콜렉션의 보상을 이미 모두 받으셨습니다.				플로아나
QUEST_20180320_007755	Could this be the place Anastazija talked about?	아나스타지야가 말한 장소가 여길까?				None
QUEST_20180320_007756	Thanks to you, the Lieutenant is back and our new recruit is safe.{nl}	자네 덕분에 부관님도 돌아오시고 우리 신입도 무사하다는 연락을 받았네.{nl}				저항군 스키르가일라
QUEST_20180320_007757	I'm sorry we put you in such a tough spot, but you were a great help.{nl}Words aren't enough to express how much we appreciate it.{nl}	게다가 계속해서 우리들이 무리한 부탁을 했는데도 전부 도와주지 않았는가.{nl}자네에게는 내 몇 번을 고맙다고 말해도 모자랄걸세.{nl}				저항군 스키르가일라
QUEST_20180320_007758	We had a little gift prepared for you, but it looks like you already one of those, heheh.{nl}Guess you don't need another one, then.{nl}	자네에게 선물로 뭔가를 보답하고 싶으나 자네는 이미 그걸 가지고 있는 듯하구먼, 허허허.{nl}이건 자네에게 필요 없을 듯싶네.{nl}				저항군 스키르가일라
