SKILL_20150317_000001	Angriff
SKILL_20150714_004190	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}Wirkzeit: 3 Sekunden{nl}Verbraucht 1 Stück Kiefernholz.
SKILL_20150714_004191	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Anzahl Explosionen: #{CaptionRatio}#
SKILL_20150714_004192	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionTime}# %{nl}Anzahl Pfeile: #{CaptionRatio}#{nl}Platzierungsreichweite: #{CaptionRatio2}#{nl}Verbraucht 2 Drähte.
SKILL_20150714_004193	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Anzahl Platzierungen: #{CaptionRatio}#
SKILL_20150714_004194	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}{#339999}{ol}Dauer von[Gift]{/}{/}: #{CaptionRatio2}# Sekunden{nl}Verbraucht #{SpendPoison}# Einheiten Gift aus dem Gifttopf.
SKILL_20150714_004195	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}Dauer: 10 Sekunden{nl}Verbraucht #{SpendPoison}# Einheiten Gift aus dem Gifttopf.
SKILL_20150714_004196	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Getroffene Ziele: {#339999}{ol}[Furcht]{/}{/}+{#339999}{ol}[Verwirrung]{/}{/}{nl}Maximale Anzahl Ziele in der Nähe: #{CaptionRatio}# {#339999}{ol}[Furcht]{/}{/}{nl}Dauer: #{CaptionTime}#
SKILL_20150714_004197	Attributsschaden: #{CaptionRatio}# %{nl}Dauer: 30 Sekunden
SKILL_20150714_004198	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}STÄ: +#{CaptionRatio}#{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150714_004199	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Trifft 2-mal.{nl}Kritische Trefferchance: #{CaptionRatio}# %
SKILL_20150714_004200	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Dauer von Bluten: #{CaptionTime}# Sekunden{nl}Verbraucht 1 Breitkopfpfeil.
SKILL_20150714_004201	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Physische Abwehr: -#{CaptionRatio}# %{nl}Entfernt "Reflektieren".{nl}Verbraucht 1 Bodkin-Pfeil.
SKILL_20150714_004202	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}Ziele in Stoffrüstung: 3 Treffer{nl}Ziele in Lederrüstung: 2 Treffer{nl}Ziele in Plattenrüstung: 1 Treffer{nl}Ziele in Geisterrüstung: Negiert{nl}Verbraucht 1 Hakenpfeil.
SKILL_20150714_004203	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Explosionsangriff: #{CaptionRatio}# %{nl}Verbraucht 1 Stoßgebetspfeil.
SKILL_20150714_004204	Attributsschaden: #{CaptionRatio}# %{nl}Dauer: 10 Sekunden{nl}Anzahl der Treffer: #{CaptionRatio2}#{nl}Verbraucht 1 Magiepfeil.
SKILL_20150714_004205	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}Dauer: 10 Sekunden{nl}Verbraucht 1 Gottesmaschinenpfeil.
SKILL_20150714_004206	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}Kann während des Reitens verwendet werden.
SKILL_20150714_004207	Der Habicht umkreist den Zielbereich. Verringert den Abwehrmodifikator gegen Flächenangriffe von Gegnern innerhalb{nl}des Radius.
SKILL_20150714_004208	Abwehrmodifikator gegen Flächenangriffe: -#{CaptionRatio}# {nl}Dauer: 10 Sekunden
SKILL_20150714_004209	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionTime}# %{nl}HP-Wiederherstellung: #{CaptionRatio}# – #{CaptionRatio2}#{nl}Dauer des magischen Kreises: 40 Sekunden
SKILL_20150714_004210	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Anzahl der Treffer: #{CaptionRatio}#{nl}Dauer des magischen Kreises: #{CaptionTime}# Sekunden
SKILL_20150714_004211	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Anzahl der Treffer: #{CaptionRatio}#{nl}Dauer des magischen Kreises: 30 Sekunden
SKILL_20150714_004212	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Abwehr: +#{CaptionRatio}#{nl}Ziele: 10{nl}Dauer: #{CaptionTime}# Sekunden{nl}Verbraucht 1 Weihwasser.
SKILL_20150714_004213	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20150714_004214	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionTime}# %{nl}Bonus beim 3. Angriff: x #{CaptionRatio}# – x #{CaptionRatio2}#
SKILL_20150714_004215	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}Erfordert einen beschworenen Zombie
SKILL_20150714_004216	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}Beschworenen Zombie benötigt.{nl}Max. Explosion: #{SkillSR}#
SKILL_20150714_004217	Attributsschaden: #{CaptionRatio2}# %{nl}Zusätzlicher Schaden: +#{CaptionRatio}#
SKILL_20150714_004218	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Anzahl der Blocks: #{CaptionRatio}#{nl}Dauer: #{CaptionTime}# Sekunden{nl}Verbraucht 3 Stücke Eichenholz
SKILL_20150714_004219	Attributsschaden: #{CaptionTime}# %{nl}Reichweite von "Außerkörperlich": #{CaptionRatio}#
SKILL_20150714_004220	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}Maximale Dauer: 5 Sekunden
SKILL_20150714_004221	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio}# %{nl}Verbraucht 2 Ausdauer.
SKILL_20150714_004222	Angriff pro Treffer: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Verbraucht alle 0,5 Sekunden #{CaptionRatio}# SP.
SKILL_20150714_004223	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionTime}# %{nl}Dauer: #{CaptionRatio}# Sekunden{nl}Verbraucht #{CaptionRatio2}# Silber.
SKILL_20150714_004224	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Greift #{CaptionRatio}# Gegner an.{nl}Heilt die gesamte Gruppe{nl}Heilt #{CaptionRatio}# Verbündete{nl}Verbraucht 500 Silber.
SKILL_20150714_004225	Angriff: #{SkillAtkAdd}#{nl}Attributsschaden: #{CaptionRatio2}# %{nl}Dauer: #{CaptionRatio}# Sekunden
SKILL_20150714_004226	Zusätzlicher Schaden abhängig von der Anzahl Angriffe.
SKILL_20150714_004227	Schadenseffekt
SKILL_20150714_004228	Erleidet nach einem Effekt Schaden.
SKILL_20150714_004229	Verbreitet erhaltene Verstärkungen auf Verbündete.
SKILL_20150714_004230	Rechte Hand vergrößert. Der Effekt hängt vom Zweitwaffentyp ab.
SKILL_20150714_004231	Belegt das Ziel mit [Betäubung], verringert aber deine maximalen HP.
SKILL_20150714_004232	Gifttopf
SKILL_20150714_004233	Erhöht die Anzahl Verstärkungen, die du erhalten kannst.
SKILL_20150714_004234	Entfernt aufgehobene Magie und schädliche Effekte.
SKILL_20150714_004235	Erhöhter Flächenangriffsmodifikator.
SKILL_20150714_004236	Schädelschwinger: Kein Sprung
SKILL_20150714_004237	Kann nicht springen.
SKILL_20150714_004238	Animationsänderung
SKILL_20150714_004239	Animation ändert sich beim Erleiden von Schaden.
SKILL_20150714_004240	Verstärkungsdauer ausgesetzt
SKILL_20150714_004241	Animation bei Gelegenheit ändern.
SKILL_20150714_004242	Reflektiert auf Gegner in der Nähe.
SKILL_20150714_004243	Maximal mögliche Anzahl Verstärkungen erhöht.
SKILL_20150714_004244	Dauer nützlicher Verstärkungen wurde ausgesetzt.
SKILL_20150714_004245	Abklingzeit von Fertigkeiten um 20 % verringert.
SKILL_20150714_004246	Sprintlauf
SKILL_20150714_004247	Abklingzeit von Fertigkeiten um 20 % erhöht.
SKILL_20150714_004248	Gegenstandserweckung: Dungeon-Event
SKILL_20150714_004249	Physischer und magischer Angriff erhöht.
SKILL_20150714_004250	Wille der Wache kann durch einen Statuseffekt aktiviert werden.
SKILL_20150714_004251	Zorn der Erde kann durch einen Statuseffekt aktiviert werden.
SKILL_20150714_004252	Statuseffekt beim Schaufeln.
SKILL_20150714_004253	Vermächtnis der Legwyns kann durch einen Statuseffekt aktiviert werden.
SKILL_20150714_004254	Erhöhtes Blocken
SKILL_20150714_004255	Die Blockchance ist erhöht.
SKILL_20150714_004256	Erhöhter kritischer Angriff
SKILL_20150714_004257	Erhöhte magische Verstärkung
SKILL_20150714_004258	Erhöht die magische Verstärkung.
SKILL_20150714_004259	Rüstungsdurchdringung
SKILL_20150714_004260	Verringerte physische Abwehr
SKILL_20150714_004261	Du kannst die Waffe wechseln.
SKILL_20150714_004262	Ermöglicht es dir, Waffen des Typs [einhändiges Schwert] auszurüsten.
SKILL_20150714_004263	Ermöglicht es dir, Waffen des Typs [Zweihänder] auszurüsten.
SKILL_20150714_004264	Ermöglicht es dir, Waffen des Typs [einhändiger Speer] auszurüsten.
SKILL_20150714_004265	Ermöglicht es dir, Waffen des Typs [Zweihandspeer] auszurüsten.
SKILL_20150714_004266	Ermöglicht es dir, Waffen des Typs [Bogen] auszurüsten.
SKILL_20150714_004267	Ermöglicht es dir, Waffen des Typs [Armbrust] auszurüsten.
SKILL_20150714_004268	Ermöglicht es dir, Waffen des Typs [Stab] auszurüsten.
SKILL_20150714_004269	Ermöglicht es dir, Waffen des Typs [Kampfstab] auszurüsten.
SKILL_20150714_004270	Ermöglicht es dir, Waffen des Typs [Keule] auszurüsten.
SKILL_20150714_004271	Ermöglicht es dir, Waffen des Typs [Zauberstab] auszurüsten.
SKILL_20150714_004272	Ermöglicht es dir, Waffen des Typs [Pistole] auszurüsten.
SKILL_20150714_004273	Stoffbeherrschung: Magie
SKILL_20150714_004274	Kann Rüstung des Typs [Stoff] ausrüsten. Erhöht zusätzlich deine maximalen SP und magische Abwehr in Abhängigkeit von der Anzahl ausgerüsteter [Stoff]-Rüstungsstücke und der Attributsstufe. (Wird ab 3 Rüstungsstücken aktiviert.)
SKILL_20150714_004275	Lederbeherrschung: Beweglichkeit
SKILL_20150714_004276	Kann Rüstung des Typs [Leder] ausrüsten. Erhöht zusätzlich dein Ausweichen in Abhängigkeit von der Anzahl ausgerüsteter [Leder]-Rüstungsstücke und der Attributsstufe. (Wird ab 3 Rüstungsstücken aktiviert.)
SKILL_20150714_004277	Plattenbeherrschung: Abwehr
SKILL_20150714_004278	Kann Rüstung des Typs [Platte] ausrüsten. Erhöht zusätzlich deine maximalen HP und physische Abwehr in Abhängigkeit von der Anzahl ausgerüsteter [Platten]-Rüstungsstücke und der Attributsstufe. (Wird ab 3 Rüstungsstücken aktiviert.)
SKILL_20150714_004279	Dolchbeherrschung
SKILL_20150714_004280	Verursacht 20 zusätzlichen Schaden pro Attributsstufe, wenn du mit einem Dolch von hinten angreifst. 
SKILL_20150714_004281	Reittierbegleiter
SKILL_20150714_004282	Du kannst auf einem Begleiter reiten.
SKILL_20150714_004283	Erhöht den Schaden, der einem Gegner mit [Prügeln] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004284	Erhöht den Schaden, der einem Gegner mit [Stoßen] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004285	Erhöht den Schaden, der einem Gegner mit [Knaufschlag] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004286	Erhöht den Schaden, der einem Gegner mit [Doppelhieb] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004287	Erhöht den Flächenschaden von [Prügeln] um 1 pro Attributsstufe.
SKILL_20150714_004288	Aktiviert beim Einsatz von [Stoßen] Angriffe in Folge mit einer Chance von 1 % pro Attributsstufe.
SKILL_20150714_004289	Doppelhieb: Erhöhte kritische Trefferchance
SKILL_20150714_004290	Erhöht die kritische Trefferchance von [Doppelhieb] um 5 % pro Attributsstufe.
SKILL_20150714_004291	Zurückhalten: Verlangsamung
SKILL_20150714_004292	Durch [Zurückhalten] betäubte Gegner werden verlangsamt, sobald die Betäubung nachlässt. Erhöht die Dauer des Verlangsamungseffekts um 3 Sekunden pro Attributsstufe. 
SKILL_20150714_004293	Erhöht die Dauer der Betäubung von [Zurückhalten] um 1 Sekunde pro Attributsstufe. 
SKILL_20150714_004294	Erhöht den Schaden, der einem Gegner mit [Kantenschlag] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004295	Erhöht den Schaden, der einem Gegner mit [Umbo-Schlag] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004296	Erhöht den Schaden, der einem Gegner mit [Schildwurf] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004297	Erhöht den Schaden, der einem Gegner mit [Schmetterling] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004298	Erhöht die maximalen HP deines Charakters um 5 % pro Attributsstufe, solange [Draufgänger] aktiv ist. 
SKILL_20150714_004299	Bei Gegnern, die von [Umbo-Schlag] getroffen werden, besteht eine Chance von 5 % pro Attributsstufe, dass sie mit Betäubung belegt werden. 
SKILL_20150714_004300	Erhöht den Flächenangriffsmodifikator von [Schildwurf] um 1 pro Attributsstufe.
SKILL_20150714_004301	Erhöht Blocken um 5 % pro Attributsstufe, wenn ein Schild ausgerüstet ist.
SKILL_20150714_004302	Drücke, sobald du einen Schild ausgerüstet hast, die Taste "C", um [Deckung] zu verwenden.
SKILL_20150714_004303	Mit [Umbo-Schlag] getroffene Gegner stürzen zu Boden. Die Schlagkraft ist pro Attributsstufe um 40 erhöht. 
SKILL_20150714_004304	Erhöht deine Abwehr um 1 pro Attributsstufe, wenn du [Hohe Deckung] einsetzt. 
SKILL_20150714_004305	Hohe Deckung: Spezialisiert auf "Kantenschlag"
SKILL_20150714_004306	Erhöht den Schaden von [Kantenschlag] auf 250 %, wenn du [Hohe Deckung] einsetzt. Ab St. 2 erhöht sich der Schaden um 20 % pro Attributsstufe. 
SKILL_20150714_004307	Hohe Deckung: Spezialisiert auf "Umbo-Schlag"
SKILL_20150714_004308	Erhöht den Schaden von [Umbo-Schlag] auf 250 %, wenn du [Hohe Deckung] einsetzt. Ab St. 2 erhöht sich der Schaden um 20 % pro Attributsstufe.
SKILL_20150714_004309	Wächter: Ausweichen
SKILL_20150714_004310	Erhöht die Ausweichchance des Charakters um 6 % pro Attributsstufe, während [Wächter] aktiv ist.
SKILL_20150714_004311	Erhöht den Schaden, der einem Gegner mit [Cartar-Streich] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004312	Erhöht den Schaden, der einem Gegner mit [Krone] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004313	Erhöht den Schaden, der einem Gegner mit [Wagenrad] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004314	Erhöht den Schaden, der einem Gegner mit [Moulinet] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004315	Schädelschwinger: Verbessern
SKILL_20150714_004316	Erhöht den Schaden, der einem Gegner mit [Schädelschwinger] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004317	Erhöht die Rückschlagkraft von [Cartar-Streich] um 50 pro Attributsstufe.
SKILL_20150714_004318	Erhöht den Wert, um den INT und WEI des Gegners durch [Krone] verringert werden, um 2 % pro Attributsstufe.
SKILL_20150714_004319	Erhöht deinen kritischer Angriff um 10 %, wenn du mit einem [Zweihänder] ausgerüstet bist.
SKILL_20150714_004320	Erhöht die kritische Trefferchance von [Moulinet] um 10 % pro Attributsstufe.
SKILL_20150714_004321	Verlängert die Dauer, für die ein mit [Parierstange] geblockter Gegner ins Taumeln gebracht wird. Erhöhung um 1 Sekunde pro Attributsstufe.
SKILL_20150714_004322	Gegner, die von [Cartar-Streich] zurückgestoßen werden, erleiden Schaden in Höhe von 50 % deines physischen Angriffs pro Stufe.
SKILL_20150714_004323	Von [Schädelschwinger] getroffene Gegner können nicht springen. Die Dauer wird pro Attributsstufe um 3 Sekunden erhöht.
SKILL_20150714_004324	Erhöht den Schaden, der einem Gegner mit [Stochern] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004325	Erhöht den Schaden, der einem Gegner mit [Synchro-Stoßen] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004326	Erhöht den Schaden, der einem Gegner mit [Stoß] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004327	Erhöht den Schaden, der einem Gegner mit [Langer Schritt] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004328	Erhöht den Schaden, der einem Gegner mit [Speerwurf] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004329	Erhöht Ausweichen um 5 % pro Attributsstufe, wenn Gegner mit [Stochern] angegriffen werden.
SKILL_20150714_004330	Bei Gegnern, die von [Stoß] getroffen werden, besteht eine Chance von 2 % pro Attributsstufe, dass sie für 5 Sekunden mit [Bluten] belegt werden. 
SKILL_20150714_004331	Verringert den von [Synchro-Stoßen] verursachten Schlagschaden um 10 %, während der Stoßschaden pro Attributsstufe um 20 % erhöht wird. 
SKILL_20150714_004332	Langer Schritt: Verkürzte Abklingzeit
SKILL_20150714_004333	Verringert die Abklingzeit von [Langer Schritt].
SKILL_20150714_004334	Speerwurf: Fesselung
SKILL_20150714_004335	Bei Gegnern, die von [Speerwurf] getroffen werden, besteht eine Chance, dass sie für 7 Sekunden mit [Fesselung] belegt werden. Die Chance wird pro Attributsstufe um 15 % erhöht. 
SKILL_20150714_004336	Erhöht den Schaden, der einem Gegner mit [Ausweiden] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004337	Erhöht den Schaden, der einem Gegner mit [Stampftritt] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004338	Erhöht die Anzahl der Gegner, die [Kriegsruf] beeinflussen kann, um 1 pro Attributsstufe.
SKILL_20150714_004339	Erhöht die Dauer von [Kriegsruf] um 2 Sekunden pro Attributsstufe. 
SKILL_20150714_004340	Erhöht die kritische Trefferchance von [Wildheit] um 5 % pro Attributsstufe.
SKILL_20150714_004341	Raserei: Stapel beibehalten
SKILL_20150714_004342	Die Stapel, die man durch [Raserei] erhalten hat, gehen beim Wechseln des Ziels nicht verloren, aber die maximale Stapelzahl wird um die Hälfte reduziert.
SKILL_20150714_004343	Aggressor: Affinitätsangriff
SKILL_20150714_004344	Der zusätzliche kritische Angriff des Charakters ist proportional zum physischen Angriff, während [Aggressor] aktiv ist. Zusätzliche Erhöhung um 35 % pro Attributsstufe. 
SKILL_20150714_004345	Riesensatz: Verbessern
SKILL_20150714_004346	Erhöht den Schaden, der einem Gegner mit [Riesensatz] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004347	Erhöht den Schaden, der einem Gegner mit [Schildangriff] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004348	Erhöht den Schaden, der einem Gegner mit [Montano] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004349	Erhöht den Schaden, der einem Gegner mit [Schildschmetterer] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004350	Erhöht den Schaden, der einem Gegner mit [Schildstoß] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004351	Erhöht den Schaden um zusätzlich 20 % pro Attributsstufe, wenn eingefrorene oder versteinerte Gegner mit [Schildschmetterer] angegriffen werden. 
SKILL_20150714_004352	[Montano] belegt das Ziel für 10 Sekunden mit [Verlangsamung]. Die Dauer vom [Verlangsamung] erhöht sich bei kleinen/mittelgroßen/großen Monstern jeweils um 3/2/1 Sek. pro Attributsstufe.
SKILL_20150714_004353	Sternschnuppe: Verbessern
SKILL_20150714_004354	Erhöht den Schaden, der einem Gegner mit [Sternschnuppe] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004355	Schlängeln: Verbessern
SKILL_20150714_004356	Erhöht den Schaden, der einem Gegner mit [Schlängeln] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004357	Schildstoß: Dauer
SKILL_20150714_004358	Erhöht die Dauer des Statusleidens "Ungleichgewicht", das von [Schildstoß] verursacht wird, um 1 Sekunde pro Attributsstufe.
SKILL_20150714_004359	Erhöht den Schaden, der einem Gegner mit [Pfählen] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004360	Erhöht den Schaden, der einem Gegner mit [Erdwelle] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004361	Erhöht den Schaden, der einem Gegner mit [Rossangriff] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004362	Erhöht den Schaden, der einem Gegner mit [Untergangsstachel] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004363	Erhöht den Schaden, der einem Gegner mit [Stürmen] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004364	Erdwelle: Erde
SKILL_20150714_004365	Lässt Treffer von [Erdwelle] zu Erdangriffen werden.
SKILL_20150714_004366	Rossangriff: Kritisch
SKILL_20150714_004367	Ermöglicht es [Rossangriff], Gegnern, die unter [Verlangsamung] leiden, kritischen Schaden zuzufügen. 
SKILL_20150714_004368	Erhöht den Zähler von [Waffenwartung] um 1 pro Attributsstufe.
SKILL_20150714_004369	Erhöht den Zähler von [Rüstungswartung] um 1 pro Attributsstufe.
SKILL_20150714_004370	Erhöht die Dauer des Effekts "Salat" vom [Erfrischungstisch] um 1 Minute pro Attributsstufe.
SKILL_20150714_004371	Erhöht die Dauer des Effekts "Stulle" vom [Erfrischungstisch] um 1 Minute pro Attributsstufe.
SKILL_20150714_004372	Erhöht die Dauer des Effekts "Suppe" vom [Erfrischungstisch] um 1 Minute pro Attributsstufe.
SKILL_20150714_004373	Erhöht die Dauer des Effekts "Joghurt" vom [Erfrischungstisch] um 1 Minute pro Attributsstufe.
SKILL_20150714_004374	Festnehmen: Geschwächte Abwehr
SKILL_20150714_004375	Verringert die physische Abwehr eines Gegners, der von [Festnehmen] betroffen ist, um 10 % pro Attributsstufe.
SKILL_20150714_004376	Reparieren: Dienst
SKILL_20150714_004377	Beim Reparieren von Ausrüstung mit [Reparatur] besteht eine Chance von 5 % pro Attributsstufe, das Doppelte des ursprünglichen Wertes wiederherzustellen.
SKILL_20150714_004378	Erhöht den Schaden, der einem Gegner mit [Kielholen] zugefügt wird, um 1 % pro Attributsstufe.
SKILL_20150714_004379	Gegner, die von [Kielholen] getroffen werden, erleiden für 5 Sekunden den Status [Bluten]. Die Dauer von [Bluten] erhöht sich um 1 pro Attributsstufe.
SKILL_20150714_004380	Eisenhaken: Kette
SKILL_20150714_004381	Fang bis zu 3 Gegner in Folge mit [Eisenhaken] ein. [Kielholen] kannst du nicht nutzen, während du mehrere Gegner fängst. 
