QUEST_LV_0400_20161005_000001	Kedora Alliance Merchant Alta
QUEST_LV_0400_20161005_000649	Roberta says that it is fine to listen even if it does not effect my decision.{nl}Therefore, I shall listen to what you have to say.
QUEST_LV_0400_20161005_000650	If the refugees wish to receive my help, isn't it correct to recognize me as the rightful owner of this land first?
QUEST_LV_0400_20161005_000651	You must go through me if you have anything to say to Lord Joquvas.
QUEST_LV_0400_20161005_000652	I have taught our lord since he was young.
QUEST_LV_0400_20161005_000653	{nl}As such, I have his absolute trust.{nl}You will have to convince me in order to convince our lord.
QUEST_LV_0400_20161005_000654	I keep my promises.{nl}I will convince our lord in order to have a conversation with the other side.
QUEST_LV_0400_20161005_000655	However, I don't understand.{nl}Why is a simple traveler so interested in the requests of mere refugees?
QUEST_LV_0400_20161005_000656	{nl}It's not like you're a Savior or anything.
QUEST_LV_0400_20161005_000657	Of course, there would have been no doubt about this land belonging to the Joquvas family...{nl}But I suppose there is no choice but to change along with the times.
QUEST_LV_0400_20161005_000658	I will convince our lord to be more mindful of the refugees once the new boundaries are settled.
QUEST_LV_0400_20161005_000659	Joquvas Guard
QUEST_LV_0400_20161005_000660	Talk to Robertas if you have any business.
QUEST_LV_0400_20161005_000661	Don't you dare approach Lord Joquvas!
QUEST_LV_0400_20161005_000662	What is this man?{nl}Get back I tell you!
QUEST_LV_0400_20161005_000663	Please calm yourself.{nl}Traveler, you must go through me if you have any business with our lord.
QUEST_LV_0400_20161005_000664	I am our lords most humble servant, Roberta.{nl}What is your business?
QUEST_LV_0400_20161005_000665	Who do you think you to speak to the lord?{nl}Talk to Roberta if you have any business!
QUEST_LV_0400_20161005_000666	Not anyone can simply come to speak to our lord.{nl}You must be seen as worthy of his attention before I consider telling him your business.
QUEST_LV_0400_20161005_000667	{nl}It is not too difficult.{nl}Simply go and deal with some pesky Red Colimen and I will consider your request.
QUEST_LV_0400_20161005_000668	Go and deal with the Red Colimen.{nl}I shall listen to you after that.
QUEST_LV_0400_20161005_000669	Good.{nl}Now, shall we listen to what you have to speak of?
QUEST_LV_0400_20161005_000670	Negotiations with the representative of Lord Ryudhas... You have brought me an annoying task.{nl}Our lord is embarrassed by the fact that he is facing a man that isn't even an actual lord.
QUEST_LV_0400_20161005_000671	{nl}However, I don't think we can simply ignore this.{nl}I don't think that the refugees recognize the true lord either...
QUEST_LV_0400_20161005_000672	{nl}I suppose that we will need to show more solid evidence.{nl}If you bring me what I ask of you, I will consider convincing our lord to listen to you.
QUEST_LV_0400_20161005_000673	You'll be able to see some wreckage near Arcmnys Lake.{nl}It used to be the residence of our grounds keeper.
QUEST_LV_0400_20161005_000674	{nl}There should be objects around there with the seal of the Joquvas family there.{nl}We can't go there because of the Ryudhas soldiers, so you'll have to go and retrieve them.
QUEST_LV_0400_20161005_000675	Look for objects belonging to the Joquvas family near the wreckage at Arcmnys Lake.
QUEST_LV_0400_20161005_000676	That is... a shield.{nl}I can confirm that there is a seal of the Joquvas family on it.
QUEST_LV_0400_20161005_000677	{nl}Very good, but this will not be enough.{nl}I believe that you must help with another task before I recognize you as worthy of audience.
QUEST_LV_0400_20161005_000678	The Joquvas family always set up Monument made of stone.{nl}We will be able to make the refugees accept the Joquvas family as the rightful rulers.
QUEST_LV_0400_20161005_000679	{nl}We've found a few places that the monuments might be, but we can't go there.{nl}We can't remove any of the soldiers from guarding our lord because of all the monsters.
QUEST_LV_0400_20161005_000680	{nl}We don't know when the soldiers from Ryudhas might attack either...
QUEST_LV_0400_20161005_000681	{nl}From the look of things, you are skilled enough to protect me if you accompany me while I investigate the Monuments.{nl}Would you mind accompanying me?
QUEST_LV_0400_20161005_000682	Good. We'll have to check Paccituche Trail, Skalda Road and Lyfetie Cliffs.{nl}Shall we go then?
QUEST_LV_0400_20161005_000683	Good work.{nl}The refugees will now know who the rightful owner of this land is.
QUEST_LV_0400_20161005_000684	{nl}Ah... I will try and talk to our lord about what you have told me.{nl}A promise is a promise.
QUEST_LV_0400_20161005_000685	{nl}However, we will only agree to simple conversation.{nl}There is no doubt in the fact that this land belongs to the Joquvas family.
QUEST_LV_0400_20161005_000686	There's a slight issue.
QUEST_LV_0400_20161005_000687	{nl}Before you came back, the lords started negotiations in the lot just over there.{nl}The atmosphere isn't friendly though...
QUEST_LV_0400_20161005_000688	{nl}I think you may want to go and take a look.
QUEST_LV_0400_20161005_000689	The lords are meeting in the lot nearby.
QUEST_LV_0400_20161005_000690	I think I had been forgetting something very important while I focused on the land.{nl}We, the Ryudhas family, will support the refugees here with all available resources.
QUEST_LV_0400_20161005_000691	I never thought the monsters would be so strong.{nl}Did they not attack us properly the entire time?
QUEST_LV_0400_20161005_000692	I don't like it, but I suppose I don't have a choice since we decided on the new boundaries.{nl}There will be no more fighting with the Ryudhas family.
QUEST_LV_0400_20161005_000693	Roberta should now how to take care of the refugees.{nl}I will listen to Roberta's advice as always.
QUEST_LV_0400_20161005_000694	My men... All of them have perished!{nl}I owe my life to you.
QUEST_LV_0400_20161005_000695	{nl}Thank you.
QUEST_LV_0400_20161005_000696	I never thought the monsters would be so strong!{nl}Thank the goddesses I didn't bring Roberta.
QUEST_LV_0400_20161005_000697	Yes... This is not the time for us to argue over the land.{nl}We must stand together and fight back the monsters.
QUEST_LV_0400_20161005_000698	It is as you have told me.{nl}We will be able to focus on ruling our land since the boundaries have been set.
QUEST_LV_0400_20161005_000699	While I do think that this is my family's land...{nl}I suppose one should know how to take a step back under such circumstances.
QUEST_LV_0400_20161005_000700	{nl}Ah well.{nl}I will negotiate with the Ryudhas about the new boundaries.
QUEST_LV_0400_20161005_000701	The negotiations are over.{nl}We have decided to use this road as the boundary.
QUEST_LV_0400_20161005_000702	{nl}We have decided to take care of the refugees now that the conflict has been settled.
QUEST_LV_0400_20161005_000703	The lad is more agreeable than I thought he would be.{nl}We have decided to care for the refugees since the new boundary has been set.
QUEST_LV_0400_20161005_000704	We will install notifications on the new boundary.{nl}I think that setting one at Pastoghe Bend, Collegia Crossing and Paccituche Trail should be enough.
QUEST_LV_0400_20161005_000705	{nl}You have done well as mediator.{nl}I give my word that I will take care of the refugees.
QUEST_LV_0400_20161005_000706	I don't like the results, but what can be done?{nl}The Ryudhas also had some good points in their arguements.
QUEST_LV_0400_20161005_000707	The Kugheri Tribe and demons...{nl}Investigating Syla Forest has become much more dangerous.
QUEST_LV_0400_20161005_000708	What I am attempting to do has the lives of many people on the line.{nl}However, it is... extremely difficult. I would appreciate it if I could get some help but...
QUEST_LV_0400_20161005_000709	I can't believe I am receiving the help of a Revelator here. It seems as if the Goddesses have not forsaken the Kingdom yet.
QUEST_LV_0400_20161005_000710	I think that the ancient knowledge from the Royal Mausoleum of Taniel the Second will help the reconstruction of the Kingdom.
QUEST_LV_0400_20161005_000711	Vhalterris was a powerful and tenacious demon.{nl}I doubt that anyone other than the Revelators would have been able to take Vhalterris down.
QUEST_LV_0400_20161005_000712	There shouldn't be anything in Taniel the Second's Royal Mausoleum fit for demons to go after...
QUEST_LV_0400_20161005_000713	{nl}I can't fathom what they wanted from that place...{nl}Simply the interferance of the Kingdom's reconstruction? The assumption that a Revelator would be there?
QUEST_LV_0400_20161005_000714	Hmm?{nl}You must be quite skilled to make it this far.
QUEST_LV_0400_20161005_000715	{nl}My name is Indraja, an adventurer.{nl}I have received a request to go and investigate places where the refugees might stay while the Kingdom is being reconstructed.
QUEST_LV_0400_20161005_000716	{nl}I never thought that I would run into demons here.{nl}My bodyguard, Marcus, was wounded while protecting me.
QUEST_LV_0400_20161005_000717	{nl}I would like to prevent the monsters from getting closer.{nl}Could you please help us a bit?
QUEST_LV_0400_20161005_000718	Thank you.{nl}We sprinkled liquid that the Kugheri Tribe dislikes, but it doesn't seem to be enough.{nl}We have the ingredients to make more, but we are out of water.
QUEST_LV_0400_20161005_000719	{nl}It is said that the Syla Dandelion holds dew in it's flowers.{nl}Could you please gather the dew from the flowers?
QUEST_LV_0400_20161005_000720	Please bring me the dew from Syla Dandelions.
QUEST_LV_0400_20161005_000721	Thank you.{nl}We'll be able to rest a bit easier thanks to you.
QUEST_LV_0400_20161005_000722	While I realize that this may be rude... I must ask... {nl}Looking at your skill and appearance... Are you a Revelator?
QUEST_LV_0400_20161005_000723	I thought you might be.{nl}I have heard many stories.
QUEST_LV_0400_20161005_000724	{nl}This is an honor.{nl}If you are a Revelator, I should tell you my real mission.
QUEST_LV_0400_20161005_000725	Marcus
QUEST_LV_0400_20161005_000726	Do not approach...!{nl}This person is on an important mission!
QUEST_LV_0400_20161005_000727	The Kugheri Tribe...{nl}They have become much stronger in such short time...
QUEST_LV_0400_20161005_000728	I have heard many rumors...{nl}I hope that you will find it in your heart to help...
QUEST_LV_0400_20161005_000729	You are already being trusted by many people...{nl}You will be able to earn the trust of Royalty if you help with this mission.
QUEST_LV_0400_20161005_000730	Let me introduce myself once more.{nl}I am not an adventurer.
QUEST_LV_0400_20161005_000731	{nl}I am here on the orders of General Lhamin who is attempting to reconstruct the Kingdom.{nl}It is to find Taniel the Second's Royal Mausoleum which is rumored to be in Syla Forest.
QUEST_LV_0400_20161005_000732	{nl}Marcus is an officer here to protect me but he has been wounded.{nl}Please, could you help me finish my mission?
QUEST_LV_0400_20161005_000733	Thank you.{nl}We were attacked by the Kugheri on behalf of the demons.
QUEST_LV_0400_20161005_000734	We knew that they didn't like humans, but we didn't know that they would attack us with such numbers.{nl}They must have made an agreement with the demons.
QUEST_LV_0400_20161005_000735	{nl}They are sure to be searching for us nearby.{nl}Please reduce their numbers a bit.
QUEST_LV_0400_20161005_000736	General Lhamin is trying to reconstruct the Kingdom.{nl}He wishes to utilize anything possible to do so.
