ITEM_20150317_000001	Empty_helmet	없음_helmet
ITEM_20151224_008550	 – Chance von 5 %, beim Einsatz von Fertigkeitsangriffen Gegnern 30 Sekunden lang [Blutung] zuzufügen.{nl}– Ein Standardangriff trifft 5 aufeinanderfolgende Male für jede 5 Male, die du einem Gegner [Blutung] zufügst.{nl}– {img red_down_arrow 16 16} Um 50 % reduzierter Schaden bei Zielen mit dem Rüstungstyp [Geist].	 - 스킬로 공격 시 5% 확률로 적에게 30초간 출혈 효과 발생{nl} - 적에게 출혈 효과를 5번 발생시킬 때마다 기본 공격이 5연타로 적용[구현중]{nl} - [유체] 방어 대상 공격 시 대미지 {img red_down_arrow 16 16}50% 감소
ITEM_20151224_008551	Mit diesem Schwert in Form eines Haifischgebisses kann man mehr als nur schneiden.	상어의 턱을 닯은 이 검은 단순히 베는 것만 할 수 있는게 아닙니다.
ITEM_20151224_008552	Zwillingsklinge	트윈 블레이드
ITEM_20151224_008553	Überragende Zwillingsklinge	슈페리어 트윈 블레이드
ITEM_20151224_008554	– Chance von 2 %, die magische Abwehr für 15 Sekunden zu erhöhen, nachdem du Schaden durch Magie erfahren hast	 - 마법 공격을 받으면 2% 확률로 15초간 마법 방어력 증가 효과
ITEM_20151224_008555	Zauberbrecher	스펠 브레이커
ITEM_20151224_008556	– Chance von 1,5 %, bei eingehendem magischen Angriff einen Schutzschild zu erhalten, der 30 Sekunden lang 2.380 Schaden verhindert	 - 마법 공격을 받으면 1.5% 확률로 30초간 2380의 피해를 막아주는 보호막 생성
ITEM_20151224_008557	Kronenstab	코로나 로드
ITEM_20151224_008558	Überragender Kronenstab	슈페리어 코로나 로드
ITEM_20151224_008559	Langstab des Soldaten	병사의 롱 로드
ITEM_20151224_008560	– Chance von 1 %, mit einem Standardangriff die magische Abwehr des Gegners zu reduzieren und die physische Abwehr für 30 Sekunden zu erhöhen	 - 기본 공격 시 1% 확률로 적에게 30초간 마법 방어력 감소, 물리 방어력 증가 효과
ITEM_20151224_008561	– Chance von 5 %, 10 Sekunden lang bei einem Gegner [Verbrennen] zu bewirken	 - 공격 시 5% 확률로 적에게 10초간 화염 효과
ITEM_20151224_008562	Kreisstab	서클 로드
ITEM_20151224_008563	Sowohl sein Angriff als auch seine Abwehr sind gut.	공격과 방어 어느하나 빠지는 것이 없습니다.
ITEM_20151224_008564	Wreech-Bogen	리치 보우
ITEM_20151224_008565	Überragender Wreech-Bogen	슈페리어 리치 보우
ITEM_20151224_008566	Dieser Bogen wird von Jägern bereits seit langer Zeit benutzt. Seit Medzio Diena kommt er sogar noch mehr zum Einsatz.	예전부터 이 활은 사냥꾼들이 애용하던 활이였으며, 신수의 날 이후 쓸모가 더 많아졌습니다.
ITEM_20151224_008567	– Chance von 2 %, einem Gegner mit einem Standardangriff 20 Sekunden lang [Gift] zuzufügen.	 - 기본 공격 시 2% 확률로 적에게 20초간 중독 효과
ITEM_20151224_008568	Kurzbogen des Soldaten	병사의 숏 보우
ITEM_20151224_008569	Scharfschütze	마크맨
ITEM_20151224_008570	 – Angriffe reduzieren den kritischen Widerstand des Gegners für 20 Sekunden um {img red_down_arrow 16 16} 8 (max. Stapel: 20)	 - 공격 시 20초간 적의 치명타 저항력 {img red_down_arrow 16 16}8 감소(최대 20 중첩)
ITEM_20151224_008571	Stachel-Geschosswerfer	크랙드 슈터
ITEM_20151224_008572	Überragender Stachel-Geschosswerfer	슈페리어 크랙드 슈터
ITEM_20151224_008573	Räuber	밴딧
ITEM_20151224_008574	Burawa	부라와
ITEM_20151224_008575	Überragender Burawa	슈페리어 부라와
ITEM_20151224_008576	Eisenstreitkolben des Soldaten	병사의 아이언 클럽
ITEM_20151224_008577	Eisenfaust	아이언 피스트
ITEM_20151224_008578	– Reduziert die Abwehr des Gegners für 60 Sekunden um {img red_down_arrow 16 16} 84, wenn er deinen Angriff blockt	 - 적이 공격을 블럭 시 60초간 적의 방어력 {img red_down_arrow 16 16}84 감소
ITEM_20151224_008579	Man sagt, dass diese faustförmige Keule für den Kampf gegen Gegner mit Schild geschaffen wurde. Die Kraft dieser Waffe kann den Schild des Gegners zerschmettern.	주먹모양의 철퇴는 방패를 든 적을 상대하기 위해 고안되었다고 합니다. 무거운 무게에서 나오는 위력은 방패를 박살 낼 정도입니다.
ITEM_20151224_008580	– Lichtangriff, wenn von Kleriker angelegt {img green_up_arrow 16 16} 50	 - 성직자 계열이 장착 시 신성 속성 공격력 {img green_up_arrow 16 16}50
ITEM_20151224_008581	Gardistenschild	가드맨 실드
ITEM_20151224_008582	Claria-Schild	클라이다 실드
ITEM_20151224_008583	Schild des Frettchenmarodeurs	페릿머로더 실드
ITEM_20151224_008584	Alemeth-Turmschild	알레멧 타워 실드
ITEM_20151224_008585	Pavaisa-Schild	파바이사 실드
ITEM_20151224_008586	Corsesca	코르세스카
ITEM_20151224_008587	Überragendes Corsesca	슈페리어 코르세스카
ITEM_20151224_008588	Hellebarde	할버드
ITEM_20151224_008589	Dämonenpike	데몬 파이크
ITEM_20151224_008590	Überragende Dämonenpike	슈페리어 데몬 파이크
ITEM_20151224_008591	– Chance von 1 %, die Bewegungsgeschwindigkeit des Gegners um 10 Sekunden zu reduzieren	 - 공격 시 1% 확률로 10초간 적의 이동속도 감소
ITEM_20151224_008592	Wenn die Erzählungen stimmen, kann niemand leugnen, dass Ruklys ein großer Krieger war. Dieser während des Bürgerkriegs gefertigte Speer hat vielerlei Verwendung.	그에 대한 평가가 갈리긴 해도 루클리스가 위대한 전사였음을 부인하는 사람은 없습니다. 내전 기간에 그가 창안한 이 창은 많은 변용이 가능한 좋은 창입니다.
ITEM_20151224_008593	Verkrüppeln	크리플
ITEM_20151224_008594	 – Chance von 33 %, die Ausdauer des Gegners um {img red_down_arrow 16 16} 1 zu senken und ihm 30 Sekunden lang [Verkrüppeln] zuzufügen.{nl}– 10-maliges [Verkrüppeln] senkt die Bewegungsgeschwindigkeit des Ziels 10 Sekunden lang um {img red_down_arrow 16 16} 20.	 - 공격 시 33% 확률로 적의 스태미나 {img red_down_arrow 16 16}1 감소 및 30초간 크리플 효과 발생{nl} - 적에게 크리플 효과 10중첩 시 적의 10초간 적의 이동속도 {img red_down_arrow 16 16}20 감소
ITEM_20151224_008595	Jeder, der von diesem Speer getroffen wird, fängt an zu humpeln.	이 창에 공격당한 적은 어느새 발을 절뚝거리고 있을 것입니다.
ITEM_20151224_008596	Wird leicht mit jeder Art von Gegner fertig, da er die Macht aller Elemente in sich trägt.	모든 원소의 힘을 담았기 때문에 어떤 적을 만나도 쉽게 상대할 수 있습니다.
ITEM_20151224_008597	Überragendes Chura	슈페리어 추라
ITEM_20151224_008598	Blutdolch	블루드 대거
ITEM_20151224_008599	Drachenkampfstab	드레이크 스태프
ITEM_20151224_008600	Überragender Drachenkampfstab	슈페리어 드레이크 스태프
ITEM_20151224_008601	Kreuzkampfstab	크로스 스태프
ITEM_20151224_008602	Überragender Kreuzkampfstab	슈페리어 크로스 스태프
ITEM_20151224_008603	Astrokampfstab	아스트로 스태프
ITEM_20151224_008604	Überragender Astrokampfstab	슈페리어 아스트로 스태프
ITEM_20151224_008605	Bokun-Kampfstab	부쿤 스태프
ITEM_20151224_008606	Yorgis-Drachenkampfstab	요르기스 드레이크 스태프
ITEM_20151224_008607	Kampfstab des Bösen	이블 스태프
ITEM_20151224_008608	Überragender Kampfstab des Bösen	슈페리어 이블 스태프
ITEM_20151224_008609	– "Höllenatem" hat eine Chance von 20 %, dem Gegner 10 Sekunden lang [Verbrennen] zuzufügen.	 - 헬브레스 스킬 사용 시 적에게 20% 확률로 10초간 화염 효과
ITEM_20151224_008610	 – Erhöht alle Kryomanten-Fertigkeiten um 2 Stufen{nl}– Chance von 15 %, einem Gegner beim Angriff mit einer Eisfertigkeit 3 Sekunden lang [Einfrieren] zuzufügen.	 - 모든 크리오맨서 스킬 레벨 +2 증가{nl}  - 얼음 속성 스킬 공격 시 15% 확률로 적에게 3초간 결빙 효과 발생
ITEM_20151224_008611	Kampfstab der Macht	파워 스태프
ITEM_20151224_008612	– [Kampfstab der Macht] Wenn du mit der C-Taste angreifst, erhöht sich dein Schaden um den Wert deines magischen Angriffs.	 - 스태프 공격(단축키 C) 시 자신의 마법 공격력의 200%만큼 대미지 증가
ITEM_20151224_008613	Mit diesem Kampfstab kannst du Gegnern ohne Magie gegenübertreten.	이 지팡이가 있다면 마법을 쓰지 않고서도 적을 상대할 수 있습니다.
ITEM_20151224_008614	Königspistole	로얄 피스톨
ITEM_20151224_008615	Überragende Königspistole	슈페리어 로얄 피스톨
ITEM_20151224_008616	Überragendes Rapier	슈페리어 레이피어
ITEM_20151224_008617	Doppelrapier	듀얼 레이피어
ITEM_20151224_008618	Überragendes Doppelrapier	슈페리어 듀얼 레이피어
ITEM_20151224_008619	Spada	스파다
ITEM_20151224_008620	Ein Rapier, das nach einer verlorenen und dann nach Medzio Diena durch die vereinten Kräfte vieler Schmiede wiederhergestellten Anleitung hergestellt wurde. Auch wenn es nicht genau so hergestellt wird wie früher, ist es sehr formidabel.	많은 대장장이들이 신수의 날 이후 소실된 제조법을 복원하여 만들어낸 레이피어입니다. 완전하지 못한 복원이었지만 성능은 매우 훌륭합니다.
ITEM_20151224_008621	Überragende Kanone	슈페리어 캐논
ITEM_20151224_008622	Übungskanone	연습용 캐논
ITEM_20151224_008623	Yorgis-Kanone	요르기스 캐논
ITEM_20151224_008624	Überragende Muskete	슈페리어 머스킷
ITEM_20151224_008625	Übungsmuskete	연습용 머스킷
ITEM_20151224_008626	Yorgis-Muskete	요르기스 머스킷
ITEM_20151224_008627	Totmacher	피니셔
ITEM_20151224_008628	Hiermit kannst du ganz leicht die Luftröhre deines Gegners durchschneiden.	상대의 숨통을 확실하게 끊어버릴 수 있습니다.
ITEM_20151224_008629	Handschuhe des Königsmagiers	로얄 메이지 글로브
ITEM_20151224_008630	Stiefel des Königsmagiers	로얄 메이지 부츠
ITEM_20151224_008631	Hose des Königsmagiers	로얄 메이지 팬츠
ITEM_20151224_008632	Gewand des Königsmagiers	로얄 메이지 로브
ITEM_20151224_008633	Handschuhe des Räubers	밴딧 글로브
ITEM_20151224_008634	Stiefel des Räubers	밴딧 부츠
ITEM_20151224_008635	Hose des Räubers	밴딧 팬츠
ITEM_20151224_008636	Harnisch des Räubers	밴딧 아머
ITEM_20151224_008637	Handschuhe der Königswache	로얄 가드 건틀릿
ITEM_20151224_008638	Schoner der Königswache	로얄 가드 그리브
ITEM_20151224_008639	Hose der Königswache	로얄 가드 팬츠
ITEM_20151224_008640	Harnisch der Königswache	로얄 가드 아머
ITEM_20151224_008641	Überragende Handschuhe des Königsmagiers	슈페리어 로얄 메이지 글로브
ITEM_20151224_008642	Überragende Stiefel des Königsmagiers	슈페리어 로얄 메이지 부츠
ITEM_20151224_008643	Überragende Hose des Königsmagiers	슈페리어 로얄 메이지 팬츠
ITEM_20151224_008644	Überragendes Gewand des Königsmagiers	슈페리어 로얄 메이지 로브
ITEM_20151224_008645	Überragende Handschuhe des Räubers	슈페리어 밴딧 글로브
ITEM_20151224_008646	Überragende Stiefel des Räubers	슈페리어 밴딧 부츠
ITEM_20151224_008647	Überragende Hose des Räubers	슈페리어 밴딧 팬츠
ITEM_20151224_008648	Überragender Harnisch des Räubers	슈페리어 밴딧 아머
ITEM_20151224_008649	Überragende Panzerhandschuhe der Königswache	슈페리어 로얄 가드 건틀릿
ITEM_20151224_008650	Überragende Schoner der Königswache	슈페리어 로얄 가드 그리브
ITEM_20151224_008651	Überragende Hose der Königswache	슈페리어 로얄 가드 팬츠
ITEM_20151224_008652	Überragender Harnisch der Königswache	슈페리어 로얄 가드 아머
ITEM_20151224_008653	Hose aus Velniaaffenleder	벨니아몽키 레더 팬츠
ITEM_20151224_008654	Harnisch aus Velniaaffenleder	벨니아몽키 레더 아머
ITEM_20151224_008655	Elkosh-Handschuhe	엘고스 글로브
ITEM_20151224_008656	Elkosh-Stiefel	엘고스 부츠
ITEM_20151224_008657	Elkosh-Hose	엘고스 팬츠
ITEM_20151224_008658	Elkosh-Gewand	엘고스 로브
ITEM_20151224_008659	Ibre-Handschuhe	이브레 글로브
ITEM_20151224_008660	Ibre-Stiefel	이브레 부츠
ITEM_20151224_008661	Ibre-Hose	이브레 팬츠
ITEM_20151224_008662	Ibre-Harnisch	이브레 아머
ITEM_20151224_008663	Grynas-Panzerhandschuhe	그리나스 건틀릿
ITEM_20151224_008664	Grynas-Schoner	그리나스 그리브
ITEM_20151224_008665	Grynas-Beinkleid	그리나스 레깅스
ITEM_20151224_008666	Grynas-Harnisch	그리나스 아머
ITEM_20151224_008667	Lässt dich so schnell wie der Wind laufen.	바람처럼 빠르게 달릴 수 있게 해줍니다.
ITEM_20151224_008668	Dank der weisen Voraussicht der Göttin Laima kann man diese Ausrüstung sehr günstig erhalten.	사람들은 잘 모르지만 이 장비를 이렇게 저가로 쉽게 구할 수 있는 것은 실은 라이마 여신의 오래된 예지와 계획에서 비롯된 일입니다. 
ITEM_20151224_008669	Überragendes Weisenhalsband	슈페리어 세이지 네클리스
ITEM_20151224_008670	Wächterhalsband	가디언 네클리스
ITEM_20151224_008671	Überragendes Wächterhalsband	슈페리어 가디언 네클리스
ITEM_20151224_008672	Nebelet-Halsband	네밸랫 네클리스
ITEM_20151224_008673	Maven-Halsband	메이븐 네클리스
ITEM_20151224_008674	 – Erhöht für 30 Sekunden die magische Abwehr um {img red_up_arrow 16 16} 6 und reduziert die physische Abwehr um {img green_down_arrow 16 16} 6, wenn du magischen Schaden erhältst (max. Stapel: 20)	 - 마법 공격을 받으면 30초간 마법 방어력 {img red_up_arrow 16 16}6 증가, 물리 방어력 {img green_down_arrow 16 16}6 감소 효과 발생(최대 20중첩)
ITEM_20151224_008675	 – Erhöht deine magische Verstärkung in Höhe von 40 % deiner HP-Wiederherstellung{nl}– Reduziert die Standard-HP-Wiederherstellung auf 0	 - HP 회복력의 40%만큼 마법 증폭이 증가{nl}  - 기본 HP 회복력이 0으로 감소
ITEM_20151224_008676	Steinarmband	스톤 브레이슬릿
ITEM_20151224_008677	Mit diesem magieerfüllten Stein kann man Armbänder herstellen.	마력이 담긴 돌은 팔찌를 만드는 데에도 사용할 수 있습니다.
ITEM_20151224_008678	Überragendes Sternarmband	슈페리어 스타 브레이슬릿
ITEM_20151224_008679	Überragendes Juwelenarmband	슈페리어 젬 브레이슬릿
ITEM_20151224_008680	Kranto-Armband	크란토 브레이슬릿
ITEM_20151224_008681	 – Löst 30 Sekunden lang [Pflanzensammeln] aus, wenn du Pflanzenmonster besiegst.{nl}– Wenn dieser Effekt 15 Stapel erreicht, können Kräuter fallengelassen werden	 - 식물형 몬스터를 처치 시, 30초간 식물채집 효과{nl}  - 식물채집 효과를 15중첩할 경우 약초류 아이템 드랍
ITEM_20151224_008682	Tanz der Elemente	엘리멘츠 댄스
ITEM_20151224_008683	Von Magiern erschaffen, um sich vor elementarer Magie zu schützen, aber aufgrund eines fatalen Fehlers konnte es nicht hergestellt werden.	마법사들이 원소 마법으로부터 자신을 지키기 위해 만들었지만 치명적인 결함을 끝내 해결하지 못하였습니다.
ITEM_20151224_008684	 – Löst 5 Sekunden lang [Raserei] aus, wenn ein Gegner deinem Angriff ausweicht.{nl}– Erhöht 30 Sekunden lang den physischen Angriff um 235, die Bewegungsgeschwindigkeit um 10 und reduziert die physische Abwehr um 88, wenn [Raserei] 8 -mal angewendet wird.	 - 적이 공격 회피 시, 5초 동안 광기 효과{nl}  - 광기 효과를 8중첩할 경우 30초간 물리 공격력 +235 증가, 이동속도 +10 증가, 물리 방어력 -88 감소
ITEM_20151224_008685	Templerkostüm	템플러 코스튬
ITEM_20151224_008686	Weisenkostüm	세이지 코스튬
ITEM_20151224_008687	Hexerkostüm	워록 코스튬
ITEM_20151224_008688	Runenwirkerkostüm	룬캐스터 코스튬
ITEM_20151224_008689	Seelsorgerkostüm	채플린 코스튬
ITEM_20151224_008690	Kabbalistenkostüm	카발리스트 코스튬
ITEM_20151224_008691	Schwertkämpfermeister-Kostüm	소드맨 마스터 코스튬
ITEM_20151224_008692	Dein Aussehen ändert sich, wenn du dies anlegst.	착용하면 외형이 변경됩니다.
ITEM_20151224_008693	Peltasta-Meisterin-Kostüm	펠타스타 마스터 코스튬
ITEM_20151224_008694	Betrachterkostüm	주시자 코스튬
ITEM_20151224_008695	Söldnerpostenverwalterkostüm	용병의뢰소 소장 코스튬
ITEM_20151224_008696	Paladin-Meister-Kostüm	팔라딘 마스터 코스튬
ITEM_20151224_008697	Schwingen-von-Vaivora-Kostüm	바이보라의 날개 교단 코스튬
ITEM_20151224_008698	Haarkostüm 1	헤어 코스튬1
ITEM_20151224_008699	Haarkostüm 2	헤어 코스튬2
ITEM_20151224_008700	Haarkostüm 3	헤어 코스튬3
ITEM_20151224_008701	Eine wunderschöne Haarnadel, die von einem Meisterhandwerker hergestellt wurde.{nl}Mit Rechtsklick anlegen.	장인의 손길로 꼼꼼히 마감된 머리핀입니다. 오른쪽 클릭으로 장착할 수 있습니다.
ITEM_20151224_008702	Neuer Hut 01	신규모자01
ITEM_20151224_008703	Schwarz-weißer Strohhut mit Schleife	리본 장식 흰 보터
ITEM_20151224_008704	Rot-weißer Strohhut mit Schleife	리본 장식 붉은 보터
