QUEST_UNUSED_20150317_000001	A ha, you're on your way to see Master Pardoner. I wish you luck.
QUEST_UNUSED_20151022_001095	You want to walk the way of the Priest.{nl}I recognized it at once. Your competence is enough to become a Priest.{nl}It's just... to pray that your journey would be alright, we need some preparations.
QUEST_UNUSED_20151022_001096	Please receive this divine water.{nl}And you just have to receive blessing from the other priests here in Orsha.{nl}Ask for the blessing to Clerik, Krivi and Bokor sub-masters.
QUEST_UNUSED_20151022_001097	Ask for the blessing to Cleric, Krivi and Bokor sub-masters.
QUEST_UNUSED_20151022_001098	Good. Blessing from the four priests including me would help your journey.{nl}From now on, I want you to concentrate on the roles of Priest and responsibilities.
QUEST_UNUSED_20151022_001099	You want to step into a higher level?{nl}It's going to be a tough way. Are you still going to go? To look for the strength?
QUEST_UNUSED_20151022_001100	Good. If that's so I would have to check whether you are ready.{nl}Defeat Yognomes at 63_3 of Bracken Forest.
QUEST_UNUSED_20151022_001101	If you could defeat 30 of them, I would acknowledge your strength.
QUEST_UNUSED_20151022_001102	You are not just bluffing, but you surely possess competence.{nl}On behalf of the master, I will teach you everything about the Swordsman.
QUEST_UNUSED_20151022_001103	Did you get used to two handed swords?{nl}Now, I will teach you how you can use two handed swords well.
QUEST_UNUSED_20151022_001104	But, I want to check how much you've grown up as a Highlander.{nl}Yognomes at 63_3 of Bracken Forest would fit you well. I will teach you the skills after that.
QUEST_UNUSED_20151022_001105	Defeat 30 Yognomes at 63_3 of Bracken Forest.
QUEST_UNUSED_20151022_001106	Well done. As I promised to you, I will teach you high level skills that can be used with two handed swords.
QUEST_UNUSED_20151022_001107	Have you become familiar with using shields in battles?{nl}Okay then I will teach you the skills of Peltasta now.
QUEST_UNUSED_20151022_001108	And of course we should first find out whether you would be able to handle the high level skills.{nl}Defeat the monsters at 63_3 of Bracken Forest and collect the crystals from the monsters.{nl}You can get two from the demons so please go after the demons aggressively.
QUEST_UNUSED_20151022_001109	But, there are restrictions.{nl}Firstly, I only admit the crystals which you've obtained while equipped with shiedls.{nl}Secondly, if you become unable to fight, the crystals you would have collected until that point will be all cancelled.
QUEST_UNUSED_20151022_001110	Defeat the monsters and collect the crystals while equipped with a shield.{nl}This is to check your surviving skills.{nl}For your reference, it will be efficient to defeat the demons.
QUEST_UNUSED_20151022_001111	You seem competent enough as a Peltasta.{nl}Congratulations. As I promised to you, I will teach you skills that are one level higher.
QUEST_UNUSED_20151022_001112	It's easy to teach you how to use a spear, but your mind is important.{nl}There is a location to test applicants like you.{nl}The assignment is simple. It's just irritating.
QUEST_UNUSED_20151022_001113	Come back after defeating 30 Yognomes from Bracken Forest 63_3.{nl}If you do so, I will acknowledge your skills.{nl}In my feelings, you would pass the test easily.
QUEST_UNUSED_20151022_001114	If you have a trouble with Yognomes, then it wouldn't be that bad to look for another way.
QUEST_UNUSED_20151022_001115	You want to become a Barbarian? Can you endure the training?{nl}Good. I will test you to see whether you can at least imitate some fightings.{nl}If this was our hometown, they would have passed the test. Do you want to receive it?
QUEST_UNUSED_20151022_001116	The most important quality of Swordsman is belligerence.{nl}You should attack anyone who shows hostility to the ones that you should protect.{nl}Think of Yognomes at 63_3 of Bracken Forest as your barriers and destroy all of them.
QUEST_UNUSED_20151022_001117	I thought you are wiry since you told me that you wanted to become a Barbarian... Are you going to give up?
QUEST_UNUSED_20151022_001118	There are some useful people here even in this place.{nl}Good. On behalf of Walter at Klaipeda, I will teach you the skills of Barbarian.
QUEST_UNUSED_20151022_001119	Have you heard the stories?{nl}Some of the refugees that were coming to Orsha are hurt and fell near Lemprasa Pond.{nl}We should save them!
QUEST_UNUSED_20151022_001120	I've endowed the blessing onto this special ointment.{nl}Use this ointment to cure the refugees who are laid near Lemprasa Pond.{nl}After curing all refugees, I will acknowledge you as a true cleric.
QUEST_UNUSED_20151022_001121	If it was not the order of the master, I would have gone there.{nl}I have no one to trust except for you.
QUEST_UNUSED_20151022_001122	It is so fortunate that a big problem didn't occur to them.{nl}It's all because of the devotion that you've shown to us.{nl}You look competent enough to progress to the last stage of Cleric.
QUEST_UNUSED_20151022_001123	I think the time has come to tell your religious belief to the goddesses and receive the blessings.{nl}Pray to the goddesses near Orsha and dedicate these goods.
QUEST_UNUSED_20151022_001124	Go to the statues of the goddesses at Lemprasa Pond, Linked Bridges, and Paupys Dock.{nl}Return after dedicating the goods to all statues.
QUEST_UNUSED_20151022_001125	There are no official steps when it comes to offerings.{nl}They're something you do when you want to repent of past mistakes.
QUEST_UNUSED_20151022_001126	Well done. Aren't there any broken parts of the statues of the goddesses?{nl}You now have reached a higher stage.
QUEST_UNUSED_20151022_001127	I am taking care of the refugees of Orsha with other priests.{nl}But, the herbs that should be used for the ointment has run out.{nl}The time has come to test for your advancement so I will give you a small assignment.
QUEST_UNUSED_20151022_001128	I am looking for three kinds of herbs.{nl}Obtain the herbs from 63_1, 63_2 and 63_3 of Bracken Forest.
QUEST_UNUSED_20151022_001129	You will see the first herb when you dig into the pile of tree leaves near the exit which leads to the next territory.{nl}The second herb is growing on the region located below.{nl}The third herb has the yellow flower so you will easily find it.
QUEST_UNUSED_20151022_001130	The effects of the three herbs are not that different from each other.{nl}As I told you, don't forget this also tests for your advancement.
QUEST_UNUSED_20151022_001131	Let's see... It surely is.{nl}When your good deeds accumulate like this, you will feel that your religious belief gets deeper.{nl}You've passed the test. From now on, you will be learning higher level Priest skills.
QUEST_UNUSED_20151022_001132	Are you the one who wants to become a Bokor?{nl}Welcome. In order to become a Bokor, there is a test you must pass.{nl}Have you heard about it?{nl}
QUEST_UNUSED_20151022_001133	Yes! You should have made Bokor dolls in order for you to be called a Bokor.{nl}Make the doll with this manual.
QUEST_UNUSED_20151022_001134	Long time ago, the Master also became a Bokor after making Shaman Dolls.{nl}It is the ritual which has the history and the tradition.
QUEST_UNUSED_20151022_001135	This Shaman Doll has the highest grade among the dolls which I've seen before!{nl}You seem to possess the attributes of Bokor.{nl}Now, you are the Bokor. Welcome!
QUEST_UNUSED_20151022_001136	You want to become a Dievdirbys? Of course, I welcome you.{nl}The way of Dievdirbys is open to everyone.{nl}Just... If you could listen to one of my little requests.
QUEST_UNUSED_20151022_001137	The end of the graving chisel has run out.{nl}I guess we should ask the blacksmith in Orsha.{nl}Tell him that it is my request and get the new graving chisel.
QUEST_UNUSED_20151022_001138	I am sorry. I am counting on you until Orsha.{nl}I have matters to do here.
QUEST_UNUSED_20151022_001139	What's the matter? Ah.. I remember that Dievdirbys girl.{nl}But, what should I do. The chisel and the materials are all ran oout.
QUEST_UNUSED_20151022_001140	I hope you can get the materials.
QUEST_UNUSED_20151022_001141	There will be times when you discover the chunks that are accumulated with metals from Yognomes at 63_3 of Bracken Forest.{nl}If you could bring those, I will make an useful graving chisel for you.
QUEST_UNUSED_20151022_001142	The metals that are accumulated in the bodies of the monsters get crumpled together at 63_3 of Bracken Forest.{nl}Defeat Yognomes and collect the metal chunks.
QUEST_UNUSED_20151022_001143	Yes. This would be enough.{nl}Crafting is not that hard so if you wait a bit, I will make it for you.
QUEST_UNUSED_20151022_001144	It is almost done.
QUEST_UNUSED_20151022_001145	It is a decent object so you would be able to stand for some time.{nl}Give it to him.
QUEST_UNUSED_20151022_001146	Ask him to come by Orsha sometimes.
QUEST_UNUSED_20151022_001147	Damn... I knew that it was taking longer than expected, but I didn't know that you made such efforts.{nl}Thank you. Of course, you are a Dievdirbys from now on.
QUEST_UNUSED_20151022_001148	You've improved a lot! Everyone would acknowledge your skills.{nl}It's just.. you fall little short according to my father's standards.{nl}I will help you to reach a higher stage.
QUEST_UNUSED_20151022_001149	Good. Let's see one more time if you are competent enough to learn higher level skills.{nl}I will see how you handle existing skills well.{nl}I don't care which monster, just defeat any monster using Highlander's skills.
QUEST_UNUSED_20151022_001150	Defeating monsters with the skills of Highlander. I think it's easy for the last assignment.
QUEST_UNUSED_20151022_001151	I've seen you use the skills which you previously learned really well.{nl}You won't have a problem learning higher level skills without any problem.{nl}I think I can say to anyone proudly that I am the one who taught you the skills.
QUEST_UNUSED_20151022_001152	You would easily defeat any kinds of demons.{nl}But, in order to defeat the real bad demons, you will have to try hard.{nl}I will open the true way of Peltasta for you.
QUEST_UNUSED_20151022_001153	But, you should at least pass the minimum requirement.{nl}Come back after defeating Chapparitions from Karolis Springs.
QUEST_UNUSED_20151022_001154	Chapparitions are not hard if we think about the courage that you've shown us so far.{nl}Don't worry too much.
QUEST_UNUSED_20151022_001155	Very good! I can now acknowledge you as a fellow soldier.{nl}I should report to the master individually.{nl}I will show you the true power of Peltastas with my authority.
QUEST_UNUSED_20151022_001156	Your growth is really surprising. I can feel something different in you.{nl}I am sure you will become stronger. Are you ready to proceed to the next level?
QUEST_UNUSED_20151022_001157	There is a monster which I faced long time ago.{nl}It ran away and I was worried that it may hurt the other people.
QUEST_UNUSED_20151022_001158	There is a rumor that he appeared again.{nl}Please kill it on behalf of me.{nl}And as a proof, please bring me the chisel that is on the body of the monster.
QUEST_UNUSED_20151022_001159	Defeat Sparnasman at 64_2 of Bracken Monastery and bring me the tip of my spear.
QUEST_UNUSED_20151022_001160	That is definitely the tip of my spear wihich was on the body of the monster.{nl}I can proudly say that our competent Hopelite defeated it.
QUEST_UNUSED_20151022_001161	Hmm... You've become very strong.{nl}I didn't know that you've completed the training that hard. You will be able to learn the skills of the next stage.
QUEST_UNUSED_20151022_001162	Of course, I can't just teach you for free. Prove the strength you have!{nl}Without any enhancement effects on your body, come back after defeating the monsters at Feretory Hills.
QUEST_UNUSED_20151022_001163	Prove the strength of the sword.
QUEST_UNUSED_20151022_001164	You are way more useful than I expected.{nl}My brother would be glad to know that a competant lad like you became a Barbarian.
QUEST_UNUSED_20151022_001165	You know well about the structure of the shield.{nl}You can come to me anyime to learn.
QUEST_UNUSED_20151022_001166	Cataphract. {nl}I don't know if it would fit you well.
QUEST_UNUSED_20151022_001167	I like your spirit.{nl}Try defeating Beast-type monsters at Feretory Hills.
QUEST_UNUSED_20151022_001168	Since Medzio Diena, the monsters that inflict the most harm are the Beast-type.{nl}Defeat the Beast-type monsters at Feretory Hills.
QUEST_UNUSED_20151022_001169	I think you would be able to reach a higher level Krivis.{nl}Do you want to receive the test?
QUEST_UNUSED_20151022_001170	With this jewel, please go to Feretory Hills.{nl}Make scars on the monsters and use the power of the jewel to purify the monsters.{nl}When you do that, ashes will remain. Please gather them.
QUEST_UNUSED_20151022_001171	Don't worry. It is the sacred flame so it would not harm you.
QUEST_UNUSED_20151022_001172	Your competence has been proven as a result.{nl}Congratulations on your entrance to the last stage of Krivis.{nl}I want you to help the ones who are stuggling with the power you have.
