QUEST_LV_0200_20150317_000001	Philipas' Soldier
QUEST_LV_0200_20150317_001337	Ich werde helfen, die Vorräte zurückzuholen.
QUEST_LV_0200_20150317_001338	Ich werde warten, bis alle Vorräte wieder da sind.
QUEST_LV_0200_20150317_001339	Wo ist der Versorgungstrupp? (3)
QUEST_LV_0200_20150317_001340	Mission um Mission
QUEST_LV_0200_20150317_001341	Ich werde helfen, die Haken zu sammeln.
QUEST_LV_0200_20150317_001342	Ich warte lieber, bis alles beisammen ist.
QUEST_LV_0200_20150317_001343	Philipas' Führerschaft
QUEST_LV_0200_20150317_001344	Ich werde kooperieren.
QUEST_LV_0200_20150317_001345	Das ist nicht fair.
QUEST_LV_0200_20150317_001346	Verschollene Truppe
QUEST_LV_0200_20150317_001347	Ich werde den Bericht finden.
QUEST_LV_0200_20150317_001348	Ich kehre besser schnell zurück.
QUEST_LV_0200_20150317_001349	Die letzten gemeinsamen Augenblicke
QUEST_LV_0200_20150317_001350	Ich werde die Andenken sammeln.
QUEST_LV_0200_20150317_001351	Die Katastrophe der Tollwurzel-Ebene (1)
QUEST_LV_0200_20150317_001352	Ich werde der Straße nach Isdaigininko folgen.
QUEST_LV_0200_20150317_001353	Ich brauche Zeit zur Vorbereitung.
QUEST_LV_0200_20150317_001354	Die Katastrophe der Tollwurzel-Ebene (2)
QUEST_LV_0200_20150317_001355	Ich werde mich ins Getümmel stürzen.
QUEST_LV_0200_20150317_001356	Gib mir etwas Zeit, um mich vorzubereiten.
QUEST_LV_0200_20150317_001357	Den großen Blaugriba besiegen
QUEST_LV_0200_20150317_001358	Berühren/FIRE/2/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0200_20150317_001359	Notice/!/Eine Schar großer Blaugribas ist aufgetaucht!#5
QUEST_LV_0200_20150317_001360	Nieder mit dem Monster, das die Straße versperrt
QUEST_LV_0200_20150317_001361	Notice/!/Besiege das Monster, das die Straße versperrt!#8
QUEST_LV_0200_20150317_001362	Notice/!/Du hast das Monster besiegt, das die Straße versperrte!#8
QUEST_LV_0200_20150317_001363	Groll eines namenlosen Kriegers
QUEST_LV_0200_20150317_001364	Halsband anlegen/MAKING/2/TRACK_BEFORE/SSN_HATE_AROUND
QUEST_LV_0200_20150317_001365	Notice/!/Besiege diesen Werwolf, {nl}der für den Tod des Besitzers des Andenkens verantwortlich zu sein scheint!#5
QUEST_LV_0200_20150317_001366	Beileid aussprechen/MAKING/2/TRACK_AFTER/None
QUEST_LV_0200_20150317_001367	Notice/Die Andenken sind zusammen mit dem Halsband verschwunden!
QUEST_LV_0200_20150317_001368	Gefährlicher Thronweber (3)
QUEST_LV_0200_20150317_001369	Ich werde den Thronweber beseitigen!
QUEST_LV_0200_20150317_001370	Gib mir etwas Zeit, um mich vorzubereiten.
QUEST_LV_0200_20150317_001371	Köder platzieren/SITGROPE/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001372	Betreten verboten
QUEST_LV_0200_20150317_001373	Unterstützung anfordern
QUEST_LV_0200_20150317_001374	Ich werde dich beschützen.
QUEST_LV_0200_20150317_001375	Bleibe im Verborgenen.
QUEST_LV_0200_20150317_001376	Willkommen für den ungebetenen Gast
QUEST_LV_0200_20150317_001377	Glorreiche Straße
QUEST_LV_0200_20150317_001378	Vorhersage des Versteinernden Frostes (1)
QUEST_LV_0200_20150317_001379	Ich werde nachsehen.
QUEST_LV_0200_20150317_001380	Ich werde warten.
QUEST_LV_0200_20150317_001381	Vorhersage des Versteinernden Frostes (2)
QUEST_LV_0200_20150317_001382	Ich werde das Problem aus der Welt schaffen.
QUEST_LV_0200_20150317_001383	Das ist zu viel verlangt.
QUEST_LV_0200_20150317_001384	Vorhersage des Versteinernden Frostes (3)
QUEST_LV_0200_20150317_001385	Ich erledige das, wenn keine Gefahr mehr besteht.
QUEST_LV_0200_20150317_001386	Überprüfen/MAKING/1/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001387	Aufgeräumte Werkstatt
QUEST_LV_0200_20150317_001388	Legaler Profit
QUEST_LV_0200_20150317_001389	Ich werde das beschaffen.
QUEST_LV_0200_20150317_001390	Räuberische Erpressung
QUEST_LV_0200_20150317_001391	Ich werde das stehlen.
QUEST_LV_0200_20150317_001392	Blume der Tränen
QUEST_LV_0200_20150317_001393	Ich mache mich auf die Suche.
QUEST_LV_0200_20150317_001394	Eigenartige Bräuche
QUEST_LV_0200_20150317_001395	Ich mache mich auf die Suche.
QUEST_LV_0200_20150317_001396	Notlüge (1)
QUEST_LV_0200_20150317_001397	Ich werde das besorgen.
QUEST_LV_0200_20150317_001398	Notlüge (2)
QUEST_LV_0200_20150317_001399	Die Zeit ist noch nicht reif.
QUEST_LV_0200_20150317_001400	Notlüge (3)
QUEST_LV_0200_20150317_001401	Ich wünsche viel Glück.
QUEST_LV_0200_20150317_001402	Die Zeit ist noch nicht reif.
QUEST_LV_0200_20150317_001403	Erklären/TALK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001404	Aufräumen
QUEST_LV_0200_20150317_001405	Unnötige Aufzeichnungen
QUEST_LV_0200_20150317_001406	Ich werde dich decken.
QUEST_LV_0200_20150317_001407	Die letzte Sammlung
QUEST_LV_0200_20150317_001408	Klar, ich helfe gerne.
QUEST_LV_0200_20150317_001409	Das dürfte schwierig werden.
QUEST_LV_0200_20150317_001410	Ab ins Gefängnis (1)
QUEST_LV_0200_20150317_001411	Hilfe
QUEST_LV_0200_20150317_001412	Ab ins Gefängnis (2)
QUEST_LV_0200_20150317_001413	Was willst du damit sagen?
QUEST_LV_0200_20150317_001414	Ab ins Gefängnis (3)
QUEST_LV_0200_20150317_001415	Ab ins Gefängnis (4)
QUEST_LV_0200_20150317_001416	Das hat keinen Vorrang.
QUEST_LV_0200_20150317_001417	Überzeugen/TALK/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001418	Pförtner (1)
QUEST_LV_0200_20150317_001419	Pförtner (2)
QUEST_LV_0200_20150317_001420	Zeit der Rückkehr
QUEST_LV_0200_20150317_001421	Ich kümmere mich darum.
QUEST_LV_0200_20150317_001422	Kameradschaft
QUEST_LV_0200_20150317_001423	Fang den Dieb
QUEST_LV_0200_20150317_001424	Das will ich nicht.
QUEST_LV_0200_20150317_001425	Ein Tritt auf den Schwanz
QUEST_LV_0200_20150317_001426	Dreiste Diebe
QUEST_LV_0200_20150317_001427	Ich kümmere mich darum.
QUEST_LV_0200_20150317_001428	Verzweifelte Falle
QUEST_LV_0200_20150317_001429	Entfernen/ # SITGROPESET / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001430	Verlorene Zeit
QUEST_LV_0200_20150317_001431	Ich werde es tun.
QUEST_LV_0200_20150317_001432	Gewonnene Zeit
QUEST_LV_0200_20150317_001433	Weigern
QUEST_LV_0200_20150317_001434	Großes Fluchtportal (1)
QUEST_LV_0200_20150317_001435	Großes Fluchtportal (2)
QUEST_LV_0200_20150317_001436	Großes Fluchtportal (3)
QUEST_LV_0200_20150317_001437	Ich bin bereit.
QUEST_LV_0200_20150317_001438	Ich warte lieber.
QUEST_LV_0200_20150317_001439	Bedienen/ MAKING / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001440	Heikle Allianz
QUEST_LV_0200_20150317_001441	Alles gleich (1)
QUEST_LV_0200_20150317_001442	Alles gleich (2)
QUEST_LV_0200_20150317_001443	Abliefern/ TALK / 0 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001444	Überlebende Lügen
QUEST_LV_0200_20150317_001445	Kleiner Unterschied (1)
QUEST_LV_0200_20150317_001446	Kleiner Unterschied (2)
QUEST_LV_0200_20150317_001447	Kleiner Unterschied (3)
QUEST_LV_0200_20150317_001448	Kleiner Unterschied (4)
QUEST_LV_0200_20150317_001449	Ich kümmere mich darum.
QUEST_LV_0200_20150317_001450	Überprüfen/MAKING/1.5/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001451	Wachturm-Wartung
QUEST_LV_0200_20150317_001452	Unangenehme Wahrheit
QUEST_LV_0200_20150317_001453	Ich werde das zerstören.
QUEST_LV_0200_20150317_001454	Übrige Worte
QUEST_LV_0200_20150317_001455	Der große Kanzler
QUEST_LV_0200_20150317_001456	Außer Rand und Band
QUEST_LV_0200_20150317_001457	Erfrischende Arbeit
QUEST_LV_0200_20150317_001458	Ich werde das beschaffen.
QUEST_LV_0200_20150317_001459	Schrecklicher Unfall (1)
QUEST_LV_0200_20150317_001460	Schrecklicher Unfall (2)
QUEST_LV_0200_20150317_001461	Überprüfen/ # SITGROPESET / 2 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001462	Magische Meinung (1)
QUEST_LV_0200_20150317_001463	Magische Meinung (2)
QUEST_LV_0200_20150317_001464	Kaliss will die Wahrheit
QUEST_LV_0200_20150317_001465	Ich erledige das.
QUEST_LV_0200_20150317_001466	Wert des Alchemisten
QUEST_LV_0200_20150317_001467	Interessantes Exemplar
QUEST_LV_0200_20150317_001468	Annehmen
QUEST_LV_0200_20150317_001469	Laborzerstörer
QUEST_LV_0200_20150317_001470	Geheimer Handel (1)
QUEST_LV_0200_20150317_001471	Geheimer Handel (2)
QUEST_LV_0200_20150317_001472	Geheimer Handel (3)
QUEST_LV_0200_20150317_001473	Ich kümmere mich darum.
QUEST_LV_0200_20150317_001474	Schriftrolle benutzen /MAKING/1.5/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001475	Militärische Unterstützung
QUEST_LV_0200_20150317_001476	Ich bin bereit zu helfen.
QUEST_LV_0200_20150317_001477	Ich werde meines Weges gehen.
QUEST_LV_0200_20150317_001478	Das liegt am Honig (1)
QUEST_LV_0200_20150317_001479	Ich werde mir das mal ansehen.
QUEST_LV_0200_20150317_001480	Ich bin leider beschäftigt.
QUEST_LV_0200_20150317_001481	Nach der Stadt fragen
QUEST_LV_0200_20150317_001482	Notice/Zum Glück ist der Bienenstock unversehrt.#5
QUEST_LV_0200_20150317_001483	Das liegt am Honig (2)
QUEST_LV_0200_20150317_001484	Ich werde es mir anschauen.
QUEST_LV_0200_20150317_001485	Ich habe genug getan, also ziehe ich weiter.
QUEST_LV_0200_20150317_001486	Nach den Monstern und der Imkerei fragen
QUEST_LV_0200_20150317_001487	Ruinierte Brauerei
QUEST_LV_0200_20150317_001488	Ich gehe dann mal.
QUEST_LV_0200_20150317_001489	Die letzte Hoffnung des Brauers
QUEST_LV_0200_20150317_001490	Beruhigen
QUEST_LV_0200_20150317_001491	Er wird sich nicht beruhigen. Ich gehe besser.
QUEST_LV_0200_20150317_001492	Nach dem anderen Offenbarer fragen
QUEST_LV_0200_20150317_001493	Überprüfen/LOOK/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001494	Notice/Du hast den Met gefunden, um den dich Dorjen gebeten hat.#5
QUEST_LV_0200_20150317_001495	Rache ist süß
QUEST_LV_0200_20150317_001496	Ich werde die Monster in der Gegend erledigen, also entspann dich.
QUEST_LV_0200_20150317_001497	Ich habe schon genug geholfen, ich gehe jetzt.
QUEST_LV_0200_20150317_001498	Bienenhaus-Eindringling Sparnas
QUEST_LV_0200_20150317_001499	Die Honig fressende Beißerkönigin
QUEST_LV_0200_20150317_001500	Risikoscheu
QUEST_LV_0200_20150317_001501	Ich kümmere mich um Monster in der Gegend.
QUEST_LV_0200_20150317_001502	Pass auf dem Rückweg gut auf und werde nicht unvorsichtig.
QUEST_LV_0200_20150317_001503	Freundschaft zweier Freunde (1)
QUEST_LV_0200_20150317_001504	Ich erkundige mich für dich.
QUEST_LV_0200_20150317_001505	Kopf hoch, alles halb so wild!
QUEST_LV_0200_20150317_001506	Freundschaft zweier Freunde (2)
QUEST_LV_0200_20150317_001507	Ich werde das Brauereigerät bei Elitechupalukas suchen.
QUEST_LV_0200_20150317_001508	Ich bezweifle, dass er es nicht gestohlen hat.
QUEST_LV_0200_20150317_001509	Freundschaft zweier Freunde (3)
QUEST_LV_0200_20150317_001510	Ich werde die Lage retten.
QUEST_LV_0200_20150317_001511	Ist schon erledigt, du kannst gehen.
QUEST_LV_0200_20150317_001512	Nach Mikolas und Kleopas fragen
QUEST_LV_0200_20150317_001513	Ziel des Dreibachmonsters (1)
QUEST_LV_0200_20150317_001514	Grund für das Anheuern von Offenbarern
QUEST_LV_0200_20150317_001515	Ziel des Dreibachmonsters (2)
QUEST_LV_0200_20150317_001516	Ich werde überprüfen, ob die Monster wirklich vom Duft des Honigs angelockt werden.
QUEST_LV_0200_20150317_001517	Nach dem Altar fragen
QUEST_LV_0200_20150317_001518	Ziel des Dreibachmonsters (3)
QUEST_LV_0200_20150317_001519	Ich werde mir den Bichiu-Altar ansehen.
QUEST_LV_0200_20150317_001520	Dreibachaltar (1)
QUEST_LV_0200_20150317_001521	Ich werde nach dem Rechten sehen.
QUEST_LV_0200_20150317_001522	Den Altar inspizieren/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001523	Dreibachaltar (2)
QUEST_LV_0200_20150317_001524	Es wäre besser, den Priester aufzusuchen.
QUEST_LV_0200_20150317_001525	Zyklop des nördlichen Dreibachaltars
QUEST_LV_0200_20150317_001526	Hilfe auf dem Hof
QUEST_LV_0200_20150317_001527	Ich werde die landwirtschaftlichen Geräte finden.
QUEST_LV_0200_20150317_001528	Überprüfen/LOOK_SIT/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001529	Begehrenswerte Kämme
QUEST_LV_0200_20150317_001530	Ich kümmere mich darum.
QUEST_LV_0200_20150317_001531	Zu viel Angst zum Aussäen
QUEST_LV_0200_20150317_001532	Geheimnis des Ackerlandes (2)
QUEST_LV_0200_20150317_001533	Ich kümmere mich darum.
QUEST_LV_0200_20150317_001534	Ignorieren
QUEST_LV_0200_20150317_001535	Nach dem Siegel fragen
QUEST_LV_0200_20150317_001536	Geheimnis des Ackerlandes (1)
QUEST_LV_0200_20150317_001537	Ich werde den Wächterstein aktivieren.
QUEST_LV_0200_20150317_001538	Belassen wir es doch einfach dabei.
QUEST_LV_0200_20150317_001539	Nach dem Heilmittel im Dreibachwald fragen
QUEST_LV_0200_20150317_001540	Aktivieren/SITABSORB/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001541	Die Macht des Bienenbaumzweigs
QUEST_LV_0200_20150317_001542	Ich werde die Asche sammeln.
QUEST_LV_0200_20150317_001543	Land, das die Macht der Göttin geschenkt hat (1)
QUEST_LV_0200_20150317_001544	Ich werde die magische Energie wiederherstellen.
QUEST_LV_0200_20150317_001545	Land, das die Macht der Göttin geschenkt hat (2)
QUEST_LV_0200_20150317_001546	Ich werde aufbrechen. Keine Angst.
QUEST_LV_0200_20150317_001547	Gib mir etwas Zeit, um mich vorzubereiten.
QUEST_LV_0200_20150317_001548	Den Siegelturm läutern/ABSORB/2/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001549	Die Lage der Göttin Austeja
QUEST_LV_0200_20150317_001550	Der Geschichte zuhören
QUEST_LV_0200_20150317_001551	Ruhen wir uns doch ein wenig aus.
QUEST_LV_0200_20150317_001552	Untersuchung des Riesengrases
QUEST_LV_0200_20150317_001553	Ich werde nachsehen.
QUEST_LV_0200_20150317_001554	Mach dir nichts draus.
QUEST_LV_0200_20150317_001555	Die hereinbrechende Katastrophe
QUEST_LV_0200_20150317_001556	Hand der Vogelscheuche (1)
QUEST_LV_0200_20150317_001557	Hand der Vogelscheuche (2)
QUEST_LV_0200_20150317_001558	Ich werde sie aufstellen.
QUEST_LV_0200_20150317_001559	Abbrechen
QUEST_LV_0200_20150317_001560	Platzieren/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0200_20150317_001561	Notice/Du hast die Vogelscheuche aufgestellt, aber die Monster zeigen keine Reaktion.#5
QUEST_LV_0200_20150317_001562	Halb Honig, halb Monster
QUEST_LV_0200_20150317_001563	Ihn trösten
QUEST_LV_0200_20150317_001564	Verdorbene Offenbarer
QUEST_LV_0200_20150317_001565	Fragen, wie du das Symbol wiederbeschaffen kannst.
QUEST_LV_0200_20150317_001566	Das betrifft mich nicht.
QUEST_LV_0200_20150317_001567	Nach dem Siegel im Frühlingslichtwald fragen
QUEST_LV_0200_20150317_001568	Symbol der Göttin Austeja
QUEST_LV_0200_20150317_001569	Wiederherstellen / PRAY / 3 / TRACK_BEFORE / None
QUEST_LV_0200_20150317_001570	Notice/Das Symbol der Göttin Austeja wurde wiederhergestellt!#5
QUEST_LV_0200_20150317_001571	Die Heilung der Offenbarer hat Vorrang
QUEST_LV_0200_20150317_001572	Zerstörter Siegelturm (1)
